cord_uid,type,sentence,sentence_tagged
b9kf2s7w,full_text,62,day//NNS pi//NN cell//NNS fix//VBN stain//VBN fluorescent//JJ image//NNS acquire//VBN 
b9kf2s7w,full_text,63,g//NN cell//NNS transfecte//VBN pmol//NN sirna//NN Santa//NNP Cruz//NNP Biotechnology//NNP scramble//VBN negative//JJ control//NN sirna//NN Santa//NNP Cruz//NNP Biotechnology//NNP lipofectamine//NN rnaimax//NN reagent//JJ Thermo//NNP Scientific//NNP accord//VBG manufacturer//NN protocol//NN 
b9kf2s7w,full_text,64,consecutive//JJ transfection//NNS perform//VBN h//NN h//NN cell//NN seeding//NN 
b9kf2s7w,full_text,65,subsequently//RB cell//NNS infect//VBN prepare//VBN imaging//NN 
b9kf2s7w,full_text,66,graph//NNS present//VBN work//NN create//VBN GraphPad//NNP Prism//NNP software//NN 
b9kf2s7w,full_text,67,significance//NN estimate//VBN anova//NN multiple//JJ comparison//NNS virus//NN control//NN 
b9kf2s7w,full_text,68,image//NNS obtain//VBN confocal//JJ microscope//NN deconvolve//VBN AutoQuant//NNP process//VBD ImageJ//NNP Fiji//NNP 
b9kf2s7w,full_text,69,analysis//NNS perform//VBN imagej//NN jacop//NN plugin//NN Pearson//NNP mander//NNS coefficient//NN calculate//VBN cell//NN reconstruction//NNS 
b9kf2s7w,full_text,70,bioinformatic//NNS analysis//NN conduct//VBN arginine//NN lysine//NN propeptide//NN cleavage//NN site//NNS prediction//NN algorithms//NN prop//NN server//NN follow//VBG sequence//NN datum//NNS isolate//NN isolate//NN strain//NN strain//JJ strain//NN strain//NN 
b9kf2s7w,full_text,71,weak//JJ basis//NNS previously//RB describe//VBN hamper//VB endosomal//JJ entry//NN virus//NNS prevent//VBG activation//NN fusion//NN protein//NN subsequently//RB block//VBG membrane//NN fusion//NN 
b9kf2s7w,full_text,72,treatment//NN g//NN cell//NNS mm//NN inhibit//VBD replication//NN crcov//NN control//NN additional//JJ file//NN inhibit//VB virus//NN entry//NN host//NN cell//NNS figure//NNS b//NN 
b9kf2s7w,full_text,73,bafilomycin//NN inhibit//VBZ vacuolar//JJ block//VBZ endosome//NN acidification//NN 
b9kf2s7w,full_text,74,similarly//RB bafilomycin//NN block//VBD virus//NN replication//NN reduction//NN number//NN infected//JJ cell//NNS compare//VBN control//NN additional//JJ file//NN virus//NN entry//NN figure//NNS b//NN 
b9kf2s7w,full_text,75,surprisingly//RB addition//NN bafilomycin//NN h//NN pi//NN result//VBD decrease//VBN virus//NN replication//NN 
b9kf2s7w,full_text,76,similar//JJ observation//NNS test//VBN inhibitor//NNS intracellular//JJ trafficking//NN additional//JJ file//NN 
b9kf2s7w,full_text,77,reason//NN decide//VBD use//VB analysis//NN datum//NNS virus//NN entry//NN 
b9kf2s7w,full_text,78,consequently//RB test//VB virus//NN enter//VBZ cell//NN endocytosis//NN examine//VBD viral//JJ particle//NNS early//JJ endosome//NN antigen//NN different//JJ time//NNS pi//NN 
b9kf2s7w,full_text,79,clearly//RB visible//JJ figure//NN peak//VBG min//NN pi//NN Mander//NNP coefficient//NN min//NN min//NN pi//NN 
b9kf2s7w,full_text,80,late//JJ endosome//NN marker//NN rab//NN lysosome//NN marker//NN endosome//NN marker//NN rab//NN visible//JJ time//NN additional//JJ file//NNS 
b9kf2s7w,full_text,81,obtain//VBN result//NNS suggest//VBP crcov//NN undergo//VBZ fusion//NN early//JJ endosomal//JJ compartment//NN contradictory//JJ previous//JJ report//NNS 
b9kf2s7w,full_text,82,virus//NNS process//VBN furin//NN producer//NN cell//NN make//VBZ processing//NN cathepsin//NNS dispensable//JJ 
b9kf2s7w,full_text,83,silico//NN analysis//NN predict//VBD potential//JJ furin//NN cleavage//NN site//NN crcov//NN spike//JJ glycoprotein//NN gene//NN additional//JJ file//NN effect//NN µm//NN Santa//NNP Cruz//NNP Biotechnology//NNP virus//NN replication//NN spread//NN test//VBN 
b9kf2s7w,full_text,84,visible//JJ Figure//NNP alteration//NN virus//NN entry//NN observe//VBN 
b9kf2s7w,full_text,85,inhibitor//NNS endocytosis//NN examine//VB endocytic//JJ pathway//NN utilize//VBN crcov//NN enter//VB g//NN cell//NN 
b9kf2s7w,full_text,86,inhibitor//NNS high//JJS concentration//NN determine//VBN xtt//NN assay//NN datum//NNS show//VBN 
b9kf2s7w,full_text,87,validity//NN obtain//VBN datum//NNS verify//VBN positive//JJ control//NNS transferrin//NN cholera//NN toxin//NN subunit//NN b//NN chtxb//NN dextran//NN enter//VBP cell//NN pathway//NN pathway//NN macropinocytosis//NN respectively//RB 
b9kf2s7w,full_text,88,determine//VB crcov//NN enter//VBZ g//NN cell//NNS endocytosis//NN cme//NN treat//VBD cell//NNS chlorpromazine//NN amantadine//NN 
b9kf2s7w,full_text,89,compound//NNS affect//VBD virus//NN entry//NN cell//NNS figure//NNS b//NN 
b9kf2s7w,full_text,90,caveolae//NN rich//JJ cholesterol//NN sphingolipid//NNS disrupt//VBN agent//NNS nystatin//NN filipin//NN mβcd//NN 
b9kf2s7w,full_text,91,filipin//NN effect//NN virus//NN entry//NN hamper//VB internalization//NN chtxb//NN imply//VBG ineffectiveness//NN inhibitor//NN g//NN cell//NN line//NN 
b9kf2s7w,full_text,92,nystatin//NN mβcd//NN block//VBD virus//NN internalization//NN cell//NN figure//NNS b//NN suggest//VBG caveolae//NN essential//JJ crcov//NN internalization//NN 
b9kf2s7w,full_text,93,ensure//VB observe//VBN effect//NN artifact//JJ expression//NN silence//VBN sirna//NNS 
b9kf2s7w,full_text,94,show//VBN Figure//NNP depletion//NN result//VBD reduction//NN number//NN virus//NN particle//NNS enter//VBG cell//NN 
b9kf2s7w,full_text,95,check//VB virus//NN enter//VBZ cell//NNS macropinocytosis//NN treat//VBD exchanger//NN inhibitor//NN eipa//NN inhibitor//NN k//NN inhibitor//NN wortmannin//NN 
b9kf2s7w,full_text,96,effect//NN virus//NN entry//NN observe//VBN figure//NNS b//NN 
b9kf2s7w,full_text,97,result//NNS show//VBD compound//NNS interfere//VBP caveosome//NN formation//NN affect//VBP crcov//NN entry//NN 
b9kf2s7w,full_text,98,report//NNS compound//NNS activity//NN 
b9kf2s7w,full_text,99,ensure//VB validity//NN obtain//VBN datum//NNS examine//VBD virus//NN particle//NNS marker//NNS different//JJ endocytic//JJ pathway//NNS 
b9kf2s7w,full_text,100,cell//NNS expose//VBN virus//NN min//NN 
b9kf2s7w,full_text,101,show//VBN Figure//NNP crcov//NN caveolin//NN min//NN pi//NN maintain//VBN min//NN pi//NN 
b9kf2s7w,full_text,102,visual//JJ assessment//NN analysis//NN coefficient//NNS reveal//VBD marked//JJ chtxb//NN utilize//VBZ mediated//JJ pathway//NN enter//VB cell//NNS figure//NNS 
b9kf2s7w,full_text,103,examine//VBD virus//NN clathrin//NN figure//NN endophilin//NN additional//JJ file//NN 
b9kf2s7w,full_text,104,detect//VBN 
b9kf2s7w,full_text,105,dynamin//NN essential//JJ endocytic//JJ pathway//NNS 
b9kf2s7w,full_text,106,ask//VBD gtpase//NN play//VBZ role//NN crcov//NN entry//NN cell//NNS 
b9kf2s7w,full_text,107,inhibitor//NNS dynamin//NN inhibit//VBD gtpase//NN activity//NN dynasore//NN block//VBD lipid//NN binding//NN mitmab//NN 
b9kf2s7w,full_text,108,inhibitor//NNS affect//VBD virus//NN replication//NN dynasore//VBD mitmab//NN additional//JJ file//NN add//VBN infection//NN 
b9kf2s7w,full_text,109,important//JJ effect//NN limit//VBN add//VBN additional//JJ file//NN suggest//VBG dynamin//NN important//JJ early//JJ stage//NNS infection//NN 
b9kf2s7w,full_text,110,inhibitor//NNS cause//VBD marked//JJ reduction//NN number//NN virion//NNS enter//VBG cell//NN figure//NNS b//NN 
b9kf2s7w,full_text,111,recently//RB Xu//NNP et//FW study//VBD jev//NN entry//NN cell//NNS propose//VBD new//JJ model//NN endocytosis//NN 
b9kf2s7w,full_text,112,analyze//VBD effect//NN inhibit//VBG rho//NN rock//NN kinase//NNS virus//NN infection//NN 
b9kf2s7w,full_text,113,inhibition//NN hamper//VBD viral//JJ replication//NN show//VBG significantly//RB strong//JJR effect//NN present//JJ prior//RB infection//NN control//NN control//NN additional//JJ file//NN imply//VBG involvement//NN entry//NN process//NN 
b9kf2s7w,full_text,114,result//NNS far//RB suggest//VBP crcov//NN enter//VBZ g//NN cell//NNS endocytosis//NN likely//JJ fusion//NN occur//VBZ early//RB internalization//NN 
b9kf2s7w,full_text,115,examine//VBD role//NN cytoskeleton//NN virus//NN entry//NN 
b9kf2s7w,full_text,116,evaluate//VBD effect//NN agent//NN cytochalasin//NN d//NN actin//NN stabilizing//NN compound//NN jasplakinolide//NN inducer//NN microtubule//JJ depolimerization//NN nocodazole//NN 
b9kf2s7w,full_text,117,additional//JJ file//NN show//VBZ microtubule//NNS important//JJ virus//NN infection//NN actin//NN play//VBZ central//JJ role//NN early//JJ stage//NNS crcov//NN infection//NN 
b9kf2s7w,full_text,118,disrupt//VBG actin//NN filament//NNS lead//VBD reduction//NN viral//JJ infection//NN filament//NN stabilization//NN effect//NN virus//NN yield//NN 
b9kf2s7w,full_text,119,lack//NN effect//NN treatment//NN additional//JJ file//NN imply//VBP actin//NN require//VBN early//JJ event//NNS crcov//NN infection//NN 
b9kf2s7w,full_text,120,study//NNS virus//NN localization//NN reveal//VBD treatment//NN cytochalasin//NN d//NN multiple//JJ viral//JJ particle//NNS localize//VBP actin//NN aggregate//NNS figure//NNS b//NN imply//VBZ intact//JJ actin//NN cytoskeleton//NN play//VBZ role//NN intracellular//JJ transport//NN virus//NNS 
b9kf2s7w,full_text,121,propagate//NN virus//NNS need//VBP deliver//VB genetic//JJ material//NN host//NN cell//NN 
b9kf2s7w,full_text,122,envelop//VBD virus//NNS fuse//VBP cellular//JJ membrane//NN prior//RB eject//VBG genomic//JJ rna//NN dna//NN cytoplasm//NN 
b9kf2s7w,full_text,123,place//NN cell//NN surface//NN endocytosis//NN 
b9kf2s7w,full_text,124,identify//VBD pathway//NN crcov//NN enter//VBZ human//JJ epithelial//JJ cell//NNS g//NN 
b9kf2s7w,full_text,125,ask//VBD crcov//NN enter//VBZ cell//NNS endocytosis//NN 
b9kf2s7w,full_text,126,sensitivity//NN lysosomotropic//JJ agent//NNS consider//VBN good//JJ evidence//NN endocytosis//NN treat//VBD cell//NNS inhibitor//NNS endosome//NN acidification//NN bafilomycin//NN ammonium//NN chloride//NN 
b9kf2s7w,full_text,127,compound//NNS hamper//VBD virus//NN infection//NN suggest//VBG crcov//NN enter//VBZ g//NN cell//NNS endocytosis//NN direct//JJ membrane//NN fusion//NN 
b9kf2s7w,full_text,128,inhibitory//JJ effect//NN inhibitor//NNS alter//VBG endosomal//JJ ph//NN observe//VBN replication//NN stage//NN 
b9kf2s7w,full_text,129,similar//JJ phenomenon//NN previously//RB report//VBN 
b9kf2s7w,full_text,130,suggest//VBN compound//NNS interfere//VBP glycosylation//NN viral//JJ protein//NNS way//NN suppress//VBP expression//NN assembly//NN 
b9kf2s7w,full_text,131,nonetheless//RB decide//VBD present//VB datum//NNS virus//NN replication//NN supplementary//JJ material//NN focus//VBP virus//NN entry//NN cell//NN 
b9kf2s7w,full_text,132,single//JJ pathway//NN entry//NN report//VBN Coronaviridae//NNP 
b9kf2s7w,full_text,133,study//NNS identify//VBN route//NNS Table//NNP 
b9kf2s7w,full_text,134,identify//VB route//NN entry//NN crcov//NN utilize//VBD inhibitor//NNS different//JJ pathway//NNS additional//JJ file//NN 
b9kf2s7w,full_text,135,worth//JJ remembering//NN chemical//JJ inhibitor//NNS affect//VB phase//NNS virus//NN replication//NN interfere//VBG viral//JJ cellular//JJ protein//NNS kinase//NNS gtpases//NN 
b9kf2s7w,full_text,136,observe//VBD interaction//NN consequently//RB possible//JJ test//VB effect//NN chemical//JJ inhibitor//NNS virus//NN replication//NN virus//NN yield//NNS reduce//VBN compound//NNS affect//VBG intracellular//JJ trafficking//NN 
b9kf2s7w,full_text,137,address//VB issue//NN employ//VBD complementary//JJ approach//NNS knockdown//NN analysis//NN crcov//NN viral//JJ particle//NNS marker//NNS different//JJ intracellular//JJ compartment//NNS 
b9kf2s7w,full_text,138,result//NNS reveal//VBD crcov//NN enter//VBZ cell//NN dependent//JJ pathway//NN crcov//NN particle//NNS endosome//NNS coat//VBN clathrin//NN endophilin//NN additional//JJ file//NN 
b9kf2s7w,full_text,139,furthermore//RB depletion//NN inhibit//VBD virus//NN entry//NN 
b9kf2s7w,full_text,140,focus//VBD dynamin//NN important//JJ gtpase//NN involve//VBN vesicle//NN scission//NN endocytosis//NN 
b9kf2s7w,full_text,141,commonly//RB associate//VBN endocytosis//NN play//VBZ role//NN phagocytosis//NN endocytosis//NN 
b9kf2s7w,full_text,142,dynamin//NN inhibitor//NNS inhibit//VBP gtpase//NN activity//NN block//VBZ domain//NN dynamin//NN 
b9kf2s7w,full_text,143,result//NNS lead//VBD conclude//VB crcov//NN entry//NN g//NN cell//NNS 
b9kf2s7w,full_text,144,order//NN monitor//VB intracellular//JJ trafficking//NN crcov//NN determine//VB specific//JJ point//NN membrane//NN fusion//NN examine//VBD crcov//NN nucleocapsid//JJ protein//NN endosomal//JJ vesicle//NN marker//NNS 
b9kf2s7w,full_text,145,result//NNS show//VBD crcov//NN present//JJ early//JJ endosome//NNS absent//JJ late//JJ recycle//VBG endosome//NNS lysosome//NNS 
b9kf2s7w,full_text,146,indicate//VBZ fusion//NN crcov//NN cellular//JJ membrane//NNS occur//VBZ early//JJ stage//NN endosome//NN recruit//NN rab//NN progress//NNS late//JJ phase//NN 
b9kf2s7w,full_text,147,different//JJ majority//NN coronaviruse//NNS travel//VBP far//RB endocytic//JJ pathway//NN access//VB high//JJ cathepsin//NN activity//NN MHV//NNP fipv//NN porcine//NN epidemic//JJ diarrhea//NN coronavirus//NN 
b9kf2s7w,full_text,148,pathway//NN crcov//NN similar//JJ report//VBD utilize//VB furin//NN transmembrane//NN protease//NN serine//NN 
b9kf2s7w,full_text,149,test//VBD influence//NN furin//NN inhibitor//NN ketone//NN order//NN study//VB importance//NN furin//NN crcov//NN entry//NN 
b9kf2s7w,full_text,150,inhibition//NN virus//NN replication//NN cell//NN cell//NN spread//NN note//VBN show//VBG furin//NN processing//NN relevant//JJ crcov//NN entry//NN 
b9kf2s7w,full_text,151,speculate//VB regardless//RB fusion//NN host//NN membrane//NN occur//VBG early//RB internalization//NN crcov//NN utilize//VB cathepsin//NNS similarly//RB coronaviruse//NNS 
b9kf2s7w,full_text,152,cathepsin//NNS consider//VBN require//VB acidic//JJ ph//NN activation//NN dependency//NN vary//VBZ accord//VBG substrate//NN far//RB substrate//NNS describe//VBN cleave//VBN slightly//RB acidic//JJ ph//NN comparable//JJ achieve//VBN endosome//NN maturation//NN 
b9kf2s7w,full_text,153,potential//JJ explanation//NN cleavage//NN protease//NNS cell//NN surface//NN recently//RB report//VBD prefer//VBN cathepsin//NNS coronaviruse//NNS 
b9kf2s7w,full_text,154,objective//NN study//VB role//NN cytoskeleton//NN crcov//NN infection//NN 
b9kf2s7w,full_text,155,discover//VBD cell//NNS treat//VBN cytochalasin//NN d//NN prior//RB infection//NN virus//NN replication//NN reduce//VBN entry//NN virion//NNS accumulate//VBN actin//NN aggregate//NNS 
b9kf2s7w,full_text,156,surprisingly//RB actin//NN inhibitor//NN jasplakinolide//NN significant//JJ effect//NN virus//NN replication//NN entry//NN 
b9kf2s7w,full_text,157,interestingly//RB cytochalasin//NN d//NN jasplakinolide//NN affect//VBP actin//NN cytoskeleton//NN oppose//VBG mechanism//NNS cytochalasin//NN d//NN inhibit//VBZ polymerization//NN actin//NN subunit//NNS jasplakinolide//NN stabilize//VBZ filament//NNS inhibit//VBG depolymerization//NN 
b9kf2s7w,full_text,158,result//NNS obtain//VBN agent//NNS suggest//VBP actin//NN filament//NNS actin//NN reorganization//NN require//VBN crcov//NN entry//NN 
b9kf2s7w,full_text,159,coronaviruse//NNS family//NN virus//NNS high//JJ zoonotic//JJ potential//NN 
b9kf2s7w,full_text,160,present//VBP real//JJ threat//NN global//JJ economy//NN public//JJ health//NN 
b9kf2s7w,full_text,161,crcov//NN rely//VBZ endocytosis//NN enter//VB host//NN cell//NNS 
b9kf2s7w,full_text,162,show//VBD fusion//NN host//NN membrane//NN occur//VBZ early//RB internalization//NN 
jqn6ihof,abstract,0,human//JJ serine//NN protease//NN gene//NN involve//VBN priming//NN novel//JJ severe//JJ acute//JJ respiratory//JJ syndrome//NN coronavirus//NN protein//NNS possible//JJ target//NNS therapy//NN 
jqn6ihof,abstract,1,gene//NN possibly//RB cell//NN receptor//NN gene//NNS bsg//NN demonstrate//VBZ expression//NN alveolar//JJ cell//NNS accord//VBG single//JJ cell//NN rna//NN sequencing//NN datum//NNS 
jqn6ihof,abstract,2,analysis//NN structural//JJ variability//NN gene//NN base//VBN datum//NNS human//JJ population//NNS demonstrate//VBZ functionally//RB significant//JJ missense//NN mutation//NN exon//NN gene//NN find//VBN human//JJ population//NNS relatively//RB high//JJ frequency//NN feature//VBG distribution//NN pattern//NNS 
jqn6ihof,abstract,3,frequency//NN missense//NN mutation//NN encode//VBN previously//RB find//VBN associate//VBN prostate//NN cancer//NN range//VBN significantly//RB high//JJR population//NNS asian//JJ origin//NN compare//VBN european//JJ population//NNS 
jqn6ihof,abstract,4,addition//NN snp//NNS copy//NN number//NNS variant//NNS cnv//NN detect//VBN gene//NN 
jqn6ihof,abstract,5,number//NN micrornas//NN predict//VBN regulate//VB bsg//NN expression//NN level//NNS enrich//VBN lung//NN respiratory//JJ tract//NN cell//NNS 
jqn6ihof,abstract,6,study//VBN drug//NNS downregulate//VB expression//NN human//JJ cell//NNS include//VBG Acetaminophen//NNP Paracetamol//NNP curcumin//NN 
jqn6ihof,abstract,7,interaction//NN structural//JJ variability//NN interaction//NNS expression//NN regulation//NN profile//NNS pharmacogenomic//NNS property//NNS characterize//VBP gene//NN potential//JJ target//NN therapy//NN 
jqn6ihof,full_text,0,novel//JJ severe//JJ acute//JJ respiratory//JJ syndrome//NN coronavirus//NN cause//VBD pandemic//NN coronavirus//NN disease//NNS lead//VBP global//JJ public//JJ health//NN crisis//NN 
jqn6ihof,full_text,1,infection//NN human//JJ cell//NNS viral//JJ particle//NNS occur//VBZ binding//NN s//NN viral//JJ protein//NNS receptor//NNS host//NN cell//NN subsequent//JJ priming//NN protease//NNS 
jqn6ihof,full_text,2,consider//VBN classic//JJ receptor//NN evidence//NN use//VB bsg//NN receptor//NN 
jqn6ihof,full_text,3,priming//NN viral//JJ protein//NNS carry//VBN protease//NN 
jqn6ihof,full_text,4,specific//JJ therapy//NN develop//VBN 
jqn6ihof,full_text,5,find//VBN blocker//NNS protein//NNS prevent//VB cell//NN infection//NN 
jqn6ihof,full_text,6,addition//NN protein//NN blocking//NN mechanism//NNS alter//VB expression//NN level//NN affinity//NN interaction//NN viral//JJ particle//NNS specific//JJ protein//NNS 
jqn6ihof,full_text,7,possible//JJ way//NNS expression//NN differentiation//NN include//VBP alteration//NN protein//NN structure//NN genetic//JJ variant//NNS snv//NN indel//NN copy//NN number//NN variation//NN cnv//NN variant//NNS affect//VBG regulatory//JJ region//NNS eqtl//NN epigenetic//JJ regulation//NN methylation//NN mirna//NN 
jqn6ihof,full_text,8,gene//NN human//NNS encode//VBZ transmembrane//JJ protein//NN belong//VBZ serine//NN protease//NN family//NN 
jqn6ihof,full_text,9,alternatively//RB splice//VBN transcript//NN variant//NNS encode//VBG different//JJ isoform//NNS find//VBN gene//NN 
jqn6ihof,full_text,10,protein//NN involve//VBN prostate//NN carcinogenesis//NN overexpression//NN ets//NN transcription//NN factor//NNS erg//NN gene//NN fusion//NN 
